sentence	spoiler	verb	page	trope	genre
:  Seven of Nine started out as human, became a Borg as a kid, and was forcibly  brought back down to human  (more or less) by the crew of  Voyager .	False	True 0	StarTrekVoyager	HumanityEnsues	unknown
Lt Carey also often appeared as a recurring extra in engineering   before they killed him off .	True	True 0	StarTrekVoyager	AcceptableBreaksfromReality	unknown
"Of course, they were used several times as a plot complication generator by having them  ""get an infection."	False	True 0	StarTrekVoyager	LivingShip	unknown
"""  Janeway eventually ordered Torres to replace them with conventional circuits, but the ship never seemed to be any less cutting-edge afterward."	False	True 0	StarTrekVoyager	LivingShip	unknown
"In-universe, Naomi's essay about ""The weird planet where time moved very fast and so did the people who lived there""."	False	True 0	StarTrekVoyager	LongTitle	unknown
), enabling them to make contact with Starfleet on the other side of the galaxy.	False	True 0	StarTrekVoyager	LostTechnology	unknown
But not before kidnapping your captain and taking her to an alien planet,  so she can mutate and you can have children with her.	False	True 0	StarTrekVoyager	LudicrousSpeed	unknown
A  Star Trek  staple, really, but  Voyager  really takes it to the next level.	False	True 0	StarTrekVoyager	TheMainCharactersDoEverything	unknown
Don't be surprised if Janeway decides to fly off the ship with her first officer on  routine patrol duty , leaving the impulsive and unreliable Half-Klingon rebel in command.	False	True 0	StarTrekVoyager	TheMainCharactersDoEverything	unknown
"Yup, this returns with a twist in ""Blood Fever""  when young background Vulcan officer Vorik tries to force himself on B'Elanna Torres during his pon farr, leading her to suffer the blood fever as well."	True	True 0	StarTrekVoyager	MateOrDie	unknown
This is  the episode that launched millions of Torres/Paris shippers .	True	True 0	StarTrekVoyager	MateOrDie	unknown
He  does  have a little help from the holodeck, courtesy of Tom Paris (who makes the case that technically if the hologram is of your wife, it's not cheating).	False	True 0	StarTrekVoyager	MateOrDie	unknown
Lieutenant Joseph Carey, the  Number Two  engineer to B'Elanna Torres,   until he got killed off near the end of the series .	True	True 0	StarTrekVoyager	MauveShirt	unknown
 Seska, a Bajoran who turns out to be a Cardassian spy infiltrating the Maquis.	True	True 0	StarTrekVoyager	TheMole	unknown
There was another ex-Maquis who  routinely reported to the Kazon-Nistrim sect, passing vital information about Voyager's goings-on to Seska.	True	True 0	StarTrekVoyager	TheMole	unknown
And of course, Tuvok begins the series as a Starfleet officer secretly infiltrating the Maquis.	True	True 0	StarTrekVoyager	TheMole	unknown
"As Chakotay put it, ""Was anyone on that ship working for me?"	True	True 0	StarTrekVoyager	TheMole	unknown
Weird is part of the job.	False	True 0	StarTrekVoyager	MST3KMantra	unknown
One of their worst offenses (if not the first) was  inadvertently destroying the alien relay station that put them back in communication with the Alpha Quadrant  while trying to fight off some bad guys.	True	True 0	StarTrekVoyager	NiceJobBreakingItHero	unknown
Fortunately, they found others that didn't get destroyed as they continued their journey.	True	True 0	StarTrekVoyager	NiceJobBreakingItHero	unknown
To make matters worse, he did not have to program the holographic version of Nelix to be any different than normal.	False	True 0	StarTrekVoyager	OddFriendship	unknown
A nebula alien, that learns to communicate only through the set phrases of the ship's computer.	False	True 0	StarTrekVoyager	OnceForYesTwiceForNo	unknown
Averted in the early seasons by giving some screen time to crewmembers who were slated for death in later episodes (i.e.	False	True 0	StarTrekVoyager	RedShirt	unknown
"A notable subversion however occurs in ""Latent Image""  where the Doctor is guilt-ridden over his choice to save Harry Kim as opposed to the expendable crewmember."	True	True 0	StarTrekVoyager	RedShirt	unknown
Joe Carey might be considered a subversion as well.	True	True 0	StarTrekVoyager	RedShirt	unknown
Despite disappearing for years at a time except for flashbacks, the character makes it all the way to the final season before he's killed on an away mission.	True	True 0	StarTrekVoyager	RedShirt	unknown
He is in fact the  last casualty before Voyager makes it back home .	True	True 0	StarTrekVoyager	RedShirt	unknown
Every single pot roast mentioned on the series was burnt to hell.	False	True 0	StarTrekVoyager	RunningGag	unknown
"Captain Janeway even orders the hull breaches sealed to avoid having an ""indoor nebula."	False	True 0	StarTrekVoyager	SpaceClouds	unknown
Assuming that this is one child per Ocampa, male or female, every early death or miscarriage permanently reduces the Ocampan population.	False	True 0	StarTrekVoyager	TerminallyDependentSociety	unknown
Of course it examined the nature that when something was so taboo it meant their own people were unable to handle it when confronted with the situation.	False	True 0	StarTrekVoyager	Thoughtcrime	unknown
She never reappeared in the series following her second season episode, but the  Star Trek: String Theory  novel trilogy provides (non-canon) answers.	False	True 0	StarTrekVoyager	WhatHappenedToTheMouse	unknown
This includes encountering a race of photonic creatures in a different plane, and another which considers holographic programs to be insurgents.	False	True 0	StarTrekVoyager	WhatMeasureIsANonhuman	unknown
Seven calls Janeway on this when she and the crew intend to delete memories causing the Doctor to almost literally  BSOD  instead of trying to work through his problems psychologically.	False	True 0	StarTrekVoyager	WhatTheHellHero	unknown
This is especially true for Neelix, whose homeworld was destroyed, and Icheb, whose parents want only to use him as a weapon.	False	True 0	StarTrekVoyager	YouCantGoHomeAgain	unknown
Upon being menaced by the  Killer Robot , Seven calmly responds: Seven:  I am Borg.	False	True 0	StarTrekVoyager	OffTheRails	unknown
 Janeway rewrites the program to have an alien ship come to their aid, giving Tuvok time to snag a phaser rifle.	True	True 0	StarTrekVoyager	DeusExMachina	unknown
At the end of the episode, the characters are  sitting around, talking about the program  and Tuvok compliments Janeway on this move.	True	True 0	StarTrekVoyager	DeusExMachina	unknown
Tuvok hadn't touched the program in years, and in fact tried to delete the program because he got so much wrong.	False	True 0	StarTrekVoyager	HypocriticalHumor	unknown
It turns out to be a  program created by Tuvok to train his security officers  against a Maquis mutiny.	True	True 0	StarTrekVoyager	TheReveal	unknown
Tuvok's expectations are subverted when they find it and enjoy it.	False	True 0	StarTrekVoyager	SelfFulfillingProphecy	unknown
This is due to the fact that he barely has any data to work with and a heavy bias against the Vaskans.	False	True 0	StarTrekVoyager	FutureImperfect	unknown
Many of the episodes, both radio and television, solely have Harold and Albert, without any supporting characters.	False	True 0	SteptoeAndSon	EconomyCast	unknown
Scotty, Fitz's son, qualifies as he's a  Big Man on Campus  jock character who hits on Brian and even asks him out when they work on a float for the parade together, which leads to -	False	True 0	StillStanding	ManlyGay	History Game-Show Music Comedy Family Romance Drama Short Reality-TV Biography Documentary
In the last-named it's more of a hallucination, but it still counts.	False	True 0	Stingray	TwentyMinutesIntoTheFuture	News Crime Mystery Adventure Comedy Family Drama Action Short Documentary
Given the subject matter, it's inevitable that you'd hear one of these at some point.	False	True 0	StormChasers	EmergencyBroadcast	Sport Crime Adventure Comedy Family Drama Documentary Reality-TV Short
For season 5, he's filming in 3D for a new movie.	False	True 0	StormChasers	SeriesGoal	Sport Crime Adventure Comedy Family Drama Documentary Reality-TV Short
Lexor seems to be an awful lot like  Obi-Wan Kanobi , especially in his master/apprentice relationship with the young storylords.	False	True 0	Storylords	Expy	Family Drama Comedy
Framish turns out to be a storylord herself in the last episode.	True	True 0	Storylords	TheReveal	Family Drama Comedy
According to the test he gives the apprentice storylords, Thorzuul is a big fan of turnips.	False	True 0	Storylords	TrademarkFavoriteFood	Family Drama Comedy
In the UK where it's a sequel, it was marketed as Strike Back: Project Dawn.	False	True 0	StrikeBack	ChrisRyansStrikeBack.html	Thriller Crime Comedy Drama Action Short Documentary
After  Captain Kate Marshall  is killed Stonebridge seems to become this out of guilt.	True	True 0	StrikeBack	DeathSeeker	Thriller Crime Comedy Drama Action Short Documentary
He takes dangerous risks and gets angry when Scott calls him out on it.	True	True 0	StrikeBack	DeathSeeker	Thriller Crime Comedy Drama Action Short Documentary
During a prisoner transfer they   put the prisoner in the trunk of their car rather than the prison van  and thus foil an attack on the prison van.	True	True 0	StrikeBack	GenreSavvy	Thriller Crime Comedy Drama Action Short Documentary
Bonus points for resembling the petard's effect.	True	True 0	StrikeBack	HoistByHisOwnPetard	Thriller Crime Comedy Drama Action Short Documentary
 Captain Kate Marshall  gets killed in an explosion.	True	True 0	StrikeBack	KilledOffForReal	Thriller Crime Comedy Drama Action Short Documentary
Colonel Eleanor Grant  blows  herself  up in the season finale to   kill Latif .	True	True 0	StrikeBack	KilledOffForReal	Thriller Crime Comedy Drama Action Short Documentary
Crawford  is an associate of Latif, weapons dealer, and a general bad guy but he risks everything to   rescue his estranged daughter  and dies in the process.	True	True 0	StrikeBack	RedemptionEqualsDeath	Thriller Crime Comedy Drama Action Short Documentary
Hence why she puts Latif's gun to the bomb in her jacket to ensure they both get blown up .	True	True 0	StrikeBack	RedemptionEqualsDeath	Thriller Crime Comedy Drama Action Short Documentary
One recurring feature is a series of mini-episodes starring the hosts, called  Bitcom .	False	True 0	Studio3	ABC3	unknown
 - A joke in  Bitcom  also serves as a callback to  The ABC 's previous kids' filler show,  Rollercoaster .	False	True 0	Studio3	MythologyGag	unknown
But special mention goes to the ending of every Australia Day Special which results in the house of one of Kayne's relatives exploding thanks to  Bajo  in some way.	True	True 0	Studio3	RunningGag	unknown
The  Newsradio  producers sure seemed to think so.	False	True 0	SuddenlySusan	CaptainErsatz	Animation Comedy
Luis is played by Nestor Carbonell, a naturalized American citizen.	False	True 0	SuddenlySusan	FakeNationality	Animation Comedy
The very first scene of the show has Susan standing at the altar, apparently on the brink of a panic attack.	False	True 0	SuddenlySusan	RunawayBride	Animation Comedy
When Susan essentially begs Jack for a job in the pilot, Jack notes that she left his brother at the alter and deeply embarrassed his parents.	False	True 0	SuddenlySusan	TheUnfavorite	Animation Comedy
"This show provides examples of:   Actor Allusion In the start of 1x04 Mike worries that Louis knows about 'his dirty little secret', and Harvey jokingly comments ""You're Canadian?""."	False	True 0	Suits	USANetwork	History News Talk-Show Adventure Comedy Drama Action Documentary Short
